name,1,2,3,4,5,6,7,8,9,10
Traditional colaborative filtering,0.15621983852764668,0.24938834654614409,0.8880383453307187,0.6758982518469888,0.05866084320622189,0.4595341708427046,0.17979824856389146,0.12872585833453862,0.3211592187656087,0.7108756143609823
"affective filtering (interest,average)",0.4948315707915967,0.6855718080154185,0.41863140161108375,0.6826826435594143,0.07074734364525304,0.3305736493676334,1.2858321332075215,1.179866311300226,0.029333946891144286,0.8987875875352955
"affective filtering (interest,sum)",0.8612072361783698,0.054404798801060604,0.09714211691994601,0.9379812650740532,1.318427955420481,0.30384953723878283,0.4230824915717828,0.1141533622623978,0.38193772070821047,0.22074733302054517
"affective filtering (engagement,average)",0.4953888858353624,1.4325538991491111,0.40693983374134685,1.2228279677668656,0.6815952981770129,0.0672276452768581,0.20368511011878232,0.3929687080350369,0.606659641321761,0.28821914237052026
"affective filtering (engagement,sum)",0.3303226390673071,0.08638918435855536,0.46430342253397505,0.7718200228659117,0.44816599619478614,0.2922647183615321,0.6256047299255001,0.4855923334980723,0.8649010960580918,0.4741402486519453
"affective filtering (focus,average)",0.6874383364075167,0.17896958237412736,1.0795058049591866,0.2946524255828456,0.041677207739174216,0.36774485387820166,0.3815091168573648,0.3762243322797222,0.3368788481262178,0.05913009962157201
"affective filtering (focus,sum)",0.5551128950515463,0.7823372366312594,0.23933156295614566,0.3975510626211969,0.01216331311461194,0.4746909482896659,0.16304308052527655,0.08436453837350166,0.4758977765927396,0.007985614082416714
"affective filtering (relaxation,average)",1.0470782245764363,1.936660522901042,0.5594477956082965,0.6647123791656955,0.8130121469256327,0.7951492144260937,0.31239696718585996,0.8737024164437268,0.17592653306828931,0.06595309405687755
"affective filtering (relaxation,sum)",0.3492172920116573,1.2242596801038959,0.21764837151492755,1.2749589769976668,0.4400798964054565,0.0890663737288141,0.12453135238771573,0.7620644302199919,0.8527257240068364,0.8317881158018585
"affective filtering (instantaneousExcitement,average)",0.5763417863204072,0.43279986423618677,1.586292806421972,0.10780110319692948,0.04529333000318632,0.5606951814417418,0.07017074846734139,0.10422421859559838,1.1313106289450596,1.036349446288171
"affective filtering (instantaneousExcitement,sum)",0.22220361971405256,0.1048287453415558,1.5694350094339706,0.5111258861967037,0.08549384065279986,0.8113440261263888,0.2792854666155229,0.016108253637130865,1.3652570834133353,0.3178872027075699
