name,1,2,3,4,5,6,7,8,9,10
Traditional colaborative filtering,0.21769882202608365,0.6128968107524309,0.955596532922158,0.6092703686933715,0.11915149057978423,0.13986796113940658,0.23255124885905967,0.20346170884059944,0.5909199308773395,0.5906601391805512
"affective filtering (interest,average)",0.20859530587108815,0.24901005344373073,1.032295096930923,0.47442936675230707,0.8831749713822412,0.16132708315694155,1.6662823691131927,1.179866311300226,0.26669409169511926,0.4683333660474669
"affective filtering (interest,sum)",0.8612072361783698,0.378995932689397,0.7477642579789316,0.2340189991385162,0.11334794700250672,1.4345351794361612,0.8725396140562874,0.47838496802488856,0.23010309092079476,0.21898544039298926
"affective filtering (engagement,average)",0.4953888858353624,1.4325538991491111,0.8719571595228356,0.7837549019884201,0.9634700033004742,0.3970371141223792,0.20368511011878232,0.48305330764652543,0.9899896384666939,1.7528526204903245
"affective filtering (engagement,sum)",0.3303226390673071,1.321256840091782,0.9837179289300494,0.4531104428847544,0.5365149068418067,0.19912898401068818,0.6912776175315827,0.5282211490083538,1.116323412087267,0.4741402486519453
"affective filtering (focus,average)",0.35790930905785157,0.47019376701938903,0.22175672811736397,0.9515180629209915,0.0874789685482716,0.41940898381396136,0.20850668252367166,0.02778566219173791,0.7692389384474153,0.015281681413917043
"affective filtering (focus,sum)",0.1848639512641008,0.4467847866044037,0.39768736419699213,0.12598660484515545,0.05812784035947057,0.16714654768217568,0.5585451143700528,0.07741841701988565,0.4979358452974818,0.007985614082416714
"affective filtering (relaxation,average)",1.0470782245764363,1.6516994129131293,1.1327946493392684,0.5354563296267807,1.9179412289195654,0.7273596553788922,0.15886326735786427,0.17346798934442376,0.3180199988730137,0.06595309405687755
"affective filtering (relaxation,sum)",0.6953746894880584,1.8453458683255106,0.453826762906352,0.5843554613299129,0.3001577089852292,0.23468379882192536,0.1484414250537247,0.14845184798424724,0.292266421086855,0.6758845740990288
"affective filtering (instantaneousExcitement,average)",0.34868720347277316,1.3508447485215245,0.4420330690854728,0.10320361748902733,0.6054580828114562,0.07017074846734139,0.15212160175395728,0.3404681411421537,2.101761732179162,1.036349446288171
"affective filtering (instantaneousExcitement,sum)",0.08204689183307755,1.376971466075545,1.1664792472951893,0.08549384065279986,0.3127493071407722,0.07870064217618031,1.2200102391687246,1.4378805055356403,2.1104257085753084,1.5320436583490091
