name,1,2,3,4,5,6,7,8,9,10
Traditional colaborative filtering,1.3891635286421022,1.49090731208852,0.9998840503151514,1.0740518139199773,0.9725255739411238,1.1471951644047254,0.9520868275182618,0.4108360525754384,0.9484724682103939,0.9090920863935534
"affective filtering (interest,average)",1.4893628716307035,1.8222472967784673,1.0385404674072565,1.1104430690640479,0.8831749713822412,0.39778727616209725,1.8546844809514937,1.5760451200449466,0.26669409169511926,1.3176167582333134
"affective filtering (interest,sum)",1.3658486667070067,1.5607628996861311,0.7632537868365465,0.2340189991385162,0.9633829226521153,2.047166484921651,1.824866393881248,1.0703977543966945,0.9626338641672848,1.499589361718527
"affective filtering (engagement,average)",1.3504987205569605,1.5239496520401905,0.9973721445779532,1.2397595463193611,1.5889636830702136,1.3651990644032412,1.5605255297772855,0.7594337920043243,1.0858548263294518,1.759087025919724
"affective filtering (engagement,sum)",1.549147956985989,1.4247334310161086,1.062757934418803,1.133897694703895,1.5770327717212504,1.4618977302935983,2.0133814801869137,0.8372466104919302,1.223183535032318,1.9009601003635024
"affective filtering (focus,average)",1.3184368070482038,1.6222555044430227,1.3356868635367207,1.5451195872193215,0.9691341915748961,1.651070506529127,1.5596925568000277,0.9133452392546094,1.0978770316415751,1.5756002284510866
"affective filtering (focus,sum)",1.3350815904730868,1.6641834623111342,1.3472690426447833,0.4653349935899091,1.14288884807573,1.6663778369389477,1.463904920239378,1.0036637338232732,1.0705206655556698,1.4685498446084364
"affective filtering (relaxation,average)",1.2998383111332268,1.7261607804924426,1.156624989393573,0.810773092758461,1.9179412289195654,1.6201561072887287,1.0583891127805585,0.7890240441086029,1.2238062239439471,0.9718762489106422
"affective filtering (relaxation,sum)",1.4163117942622725,1.873024025108013,1.4709668035361814,0.8051577886585509,1.4505826961639434,1.445493748342962,1.0654851460976809,0.8029315597334092,1.2324546616551766,1.4766436163590948
"affective filtering (instantaneousExcitement,average)",1.465898206308447,1.5288610873646071,1.5997216010562694,0.5704994945831928,1.2881655626948465,1.473988462854959,1.082204488000345,0.7489368565838597,2.101761732179162,1.333977673503454
"affective filtering (instantaneousExcitement,sum)",1.3661587641992021,1.4564061262868362,1.1997019786688934,0.5872963869452773,1.1118328474219015,1.5150591268201647,1.2200102391687246,1.4563630464811936,2.1104257085753084,1.6539597008918308
